Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People
Vanuatu,1991,36.076,8.133,4.927,64.673,61.791,63.19685366,2.612373716,146633,0.0,0.0
Norway,1991,14.4,10.9,1.93,79.8,73.43,76.53731707,0.344151413,4241473,196828.0,4.641759278
Cote d'Ivoire,1991,41.411,13.563,6.356,54.754,50.566,52.60892683,3.397163642,12115806,0.0,0.0
Benin,1991,46.302,14.471,6.744,56.003,50.96,53.42,3.355452082,5001271,0.0,0.0
Other small states,1991,36.9773581,10.84348002,5.012149067,61.09630462,57.00582657,58.9977579,2.654586956,13232901,2200.0,0.017439744
Cuba,1991,16.804,6.988,1.752,76.585,72.796,74.64429268,0.918691123,10600841,0.0,0.0
Cameroon,1991,44.673,13.965,6.434,55.155,52.102,53.59126829,2.97141328,12070359,0.0,0.0
Low & middle income,1991,28.85592075,9.181037132,3.668965017,65.00960638,61.5899177,63.23883798,1.992462992,4139014872,328642.0,0.007887761
Togo,1991,42.63,12.071,6.331,57.132,54.626,55.84843902,2.752173603,3787602,0.0,0.0
China,1991,21.06,6.67,2.506,71.086,67.934,69.47156098,1.467303211,1135185000,18319.0,0.001571868
Dominican Republic,1991,29.88,6.289,3.466,70.537,65.487,67.95041463,2.037362638,7245127,3166.0,0.043698337
Germany,1991,11.4,11.6,1.45,78.501,72.012,75.17736585,0.861969449,79433029,272609.0,0.338698748
Ghana,1991,38.955,10.897,5.616,57.88,55.677,56.75163415,2.742124042,14628693,0.0,0.0
Tonga,1991,31.13,5.962,4.644,71.123,68.115,69.58231707,0.224072639,95165,0.0,0.0
Indonesia,1991,25.868,7.845,3.122,65.451,61.543,63.44934146,1.792016368,178633239,18096.0,0.010130254
Latin America & Caribbean (developing only),1991,26.87499492,6.766327976,3.246451076,71.39717044,64.88821241,68.06050946,1.908413942,422257077,89274.0,0.021143338
Colombia,1991,27.24,6.234,3.104,72.384,64.405,68.29719512,1.969764448,33306941,0.0,0.0
Libya,1991,28.64,5.234,4.966,70.314,66.899,68.56485366,2.344701295,4259811,0.0,0.0
Finland,1991,13.1,10.0,1.78,78.88,70.94,74.81317073,0.443382074,4986431,257872.0,5.171190195
Central African Republic,1991,40.98,18.547,5.78,48.554,43.661,46.04782927,2.124141436,2912824,0.0,0.0
North America,1991,16.52928347,8.469517462,2.055320976,78.98261289,72.05022808,75.43126468,1.17280028,277473326,5867933.0,2.07917403
Sweden,1991,14.5,11.1,2.13,80.4,74.81,77.53682927,0.772602676,8558835,461200.0,5.3884126
Vietnam,1991,28.752,6.307,3.558,75.105,66.134,70.51009756,1.900345205,66016700,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kenya,1991,42.177,9.861,6.037,61.054,57.269,59.11534146,3.38208589,23446439,0.0,0.0
"Korea, Dem. Rep.",1991,20.765,5.689,2.289,72.859,65.997,69.34431707,1.491500858,20194361,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritius,1991,21.3,6.6,2.32,73.4,65.6,69.40487805,0.93505627,1058775,2200.0,0.20835997
Romania,1991,13.6,10.6,1.83,73.05,66.59,69.74121951,0.174176628,23201835,0.0,0.0
Angola,1991,52.587,23.443,7.165,43.203,39.172,41.13834146,2.773896948,10333844,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Egypt, Arab Rep.",1991,31.079,8.446,4.35,66.982,62.232,64.54907317,2.025030355,56336614,4000.0,0.007100178
South Africa,1991,29.287,7.955,3.658,65.939,58.483,62.12007317,2.036073812,35200000,5680.0,0.015437514
St. Vincent and the Grenadines,1991,24.84,6.656,2.956,72.359,67.903,70.07665854,0.398900757,107509,0.0,0.0
Fiji,1991,28.902,6.291,3.398,67.635,63.605,65.57085366,0.548499545,728339,0.0,0.0
Caribbean small states,1991,23.76960501,7.052256028,2.749557927,71.63153319,66.14211542,68.82188469,0.637624791,5962579,2072.0,0.034895138
Brunei Darussalam,1991,31.518,3.547,3.532,75.607,71.916,73.7164878,2.836739303,256929,1772.0,0.689684699
Middle income,1991,27.23619559,8.500158399,3.418508888,66.45469551,62.82871447,64.57643953,1.898673727,3644452765,328642.0,0.008950145
Austria,1991,11.6,10.7,1.46,78.89,72.33,75.53,0.762001611,7677850,73698.0,0.96086037
High income: OECD,1991,13.68425098,8.87121205,1.778651878,79.22427362,72.39541152,75.72622878,0.718756625,916589970,10500696.0,1.141943949
Mozambique,1991,43.353,20.35,6.237,45.12,42.112,43.57931707,1.285523579,13567959,0.0,0.0
Uganda,1991,49.803,17.248,7.091,49.006,46.067,47.50065854,3.55368588,17534839,0.0,0.0
Japan,1991,10.0,6.7,1.54,81.91,75.91,78.83682927,0.341370597,123537000,868078.0,0.710088407
Niger,1991,55.026,22.615,7.763,44.216,43.699,43.95119512,3.067831492,7753907,0.0,0.0
United States,1991,16.7,8.6,2.081,78.8,71.8,75.21463415,1.12965052,249623000,5283055.0,2.075802366
Brazil,1991,24.187,7.013,2.809,70.379,62.835,66.515,1.732060947,149648341,667.0,0.000445712
Afghanistan,1991,50.467,16.315,7.687,49.573,47.609,48.56704878,4.497039425,11731193,0.0,0.0
Kuwait,1991,19.424,2.689,2.358,73.266,71.301,72.25953659,0.026802648,2059774,20735.0,1.006663838
Panama,1991,26.288,4.941,3.075,76.038,70.223,73.05958537,2.105512038,2486776,0.0,0.0
Mali,1991,47.768,20.041,7.062,46.351,46.573,46.46470732,1.744112803,7964066,0.0,0.0
Costa Rica,1991,26.956,4.195,3.175,78.092,73.474,75.72668293,2.544815585,3078551,0.0,0.0
Euro area,1991,11.67041218,10.00238389,1.529361877,79.52668766,72.55525678,75.95417309,0.454149965,307681474,1365439.0,0.444480768
Ireland,1991,15.1,8.9,2.11,77.647,71.974,74.74131707,0.084413021,3513974,25000.0,0.707977634
Pakistan,1991,40.343,10.057,6.024,61.888,60.52,61.18731707,2.94644147,111090879,2000.0,0.001800328
Nigeria,1991,44.102,18.385,6.49,47.191,45.081,46.11026829,2.582375822,95617350,0.0,0.0
Lower middle income,1991,31.81124225,10.24713078,4.16993658,61.495943,58.77161799,60.08166782,2.244675235,1732722965,26303.0,0.001515125
Ecuador,1991,29.994,6.281,3.765,71.314,66.482,68.83907317,2.36614307,10123593,0.0,0.0
Australia,1991,15.4,7.0,1.902,80.16,73.98,76.99463415,1.479978016,17065100,184943.0,1.081736077
Algeria,1991,32.236,6.154,4.761,68.319,65.258,66.75117073,2.559612138,26239708,470.0,0.001791178
El Salvador,1991,31.761,7.481,3.951,71.259,60.755,65.87890244,1.410439674,5344226,0.0,0.0
Chile,1991,23.063,5.617,2.624,76.647,70.591,73.54514634,1.778236113,13213930,13921.0,0.105350944
Puerto Rico,1991,18.5,7.3,2.219,78.698,69.856,74.16917073,0.890295757,3537000,20369.0,0.57899638
Thailand,1991,19.204,5.646,2.113,73.598,67.376,70.41112195,1.333290258,56582726,63223.0,0.111735514
Haiti,1991,37.266,13.116,5.43,55.936,52.993,54.42860976,2.056165678,7110116,0.0,0.0
Belize,1991,35.901,5.442,4.508,73.439,69.031,71.1812439,2.25610777,187552,0.0,0.0
Fragile and conflict affected situations,1991,40.53963847,13.21650728,5.869854879,56.60466091,53.14484783,54.92509803,3.438619284,254836031,0.0,0.0
Sierra Leone,1991,44.356,25.921,6.525,37.867,36.872,37.35736585,1.236050857,4042678,0.0,0.0
Nepal,1991,37.858,12.453,5.165,55.522,54.574,55.03643902,2.412271891,18111200,0.0,0.0
East Asia & Pacific (developing only),1991,22.79065175,6.875936395,2.730881587,70.16831514,66.44769238,68.25272381,1.606804599,1601020882,186258.0,0.011397901
Denmark,1991,12.3,11.9,1.67,77.73,72.02,74.80536585,0.16245632,5140939,148220.0,2.88347134
Philippines,1991,32.997,6.615,4.32,68.035,62.546,65.22356098,2.51445249,61948688,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Morocco,1991,29.998,7.061,4.058,66.321,63.123,64.683,1.895280078,24674974,904.0,0.003663631
Namibia,1991,38.055,8.824,5.227,63.789,58.783,61.22495122,3.928370584,1415447,0.0,0.0
French Polynesia,1991,28.308,5.486,3.4,71.092,66.673,68.82860976,2.099313251,198370,0.0,0.0
Guinea-Bissau,1991,44.9,17.049,6.649,51.328,46.927,49.07382927,2.243309338,1017385,0.0,0.0
Kiribati,1991,35.971,9.325,4.632,63.493,57.918,60.6375122,2.206024136,71040,0.0,0.0
Switzerland,1991,12.5,9.5,1.58,80.71,73.94,77.24243902,1.026873072,6715519,125047.0,1.873666451
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Yemen, Rep.",1991,51.597,11.645,8.667,59.31,56.292,57.76419512,4.509061839,11790249,0.0,0.0
Iraq,1991,37.71,6.162,5.882,71.97,65.005,68.40256098,2.600644273,17517521,0.0,0.0
Chad,1991,51.01,19.322,7.313,47.5,45.252,46.34858537,3.191457765,5951574,0.0,0.0
Uruguay,1991,18.276,9.788,2.518,76.381,68.881,72.53953659,0.676281562,3109941,0.0,0.0
Equatorial Guinea,1991,46.914,19.806,5.9,48.194,44.995,46.5554878,3.123292804,373851,0.0,0.0
"Korea, Rep.",1991,15.2,5.6,1.57,75.51,67.29,71.2997561,0.985130494,42869283,80005.0,0.186178272
Djibouti,1991,40.41,10.651,6.087,58.273,55.13,56.66317073,5.183552725,589924,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Low income,1991,40.76657288,14.18788022,5.655419713,54.59328841,52.30998996,53.40316356,2.688960945,494562107,0.0,0.0
High income,1991,14.15950468,9.012946715,1.855455111,78.3341224,71.12619507,74.61294355,0.740890687,1139754124,10881473.0,0.952526473
Burundi,1991,49.889,18.348,7.542,49.024,45.715,47.32914634,2.832048127,5605873,0.0,0.0
Least developed countries: UN classification,1991,42.26748632,14.98142311,5.974715197,53.1146032,51.10212154,52.06571088,2.75707117,509191117,0.0,0.0
Cyprus,1991,19.048,6.988,2.411,78.616,74.512,76.51395122,2.051126889,766611,3156.0,0.411682066
Barbados,1991,15.931,9.747,1.74,73.225,68.636,70.87453659,0.34493515,259336,0.0,0.0
Qatar,1991,22.605,2.143,4.016,76.035,74.599,75.2994878,2.860573339,476517,3811.0,0.799761603
Italy,1991,10.0,9.6,1.33,80.33,73.79,76.9802439,0.083708573,56719240,266000.0,0.468047382
Bhutan,1991,37.858,13.39,5.639,52.346,52.577,52.46431707,1.167618829,535738,0.0,0.0
Sudan,1991,41.743,12.026,6.153,57.049,54.053,55.51446341,3.630134963,20008804,0.0,0.0
Sub-Saharan Africa (developing only),1991,44.05706032,16.18722363,6.35726781,51.52716766,48.44866616,49.94856428,2.814671154,506861360,7880.0,0.001547609
Singapore,1991,18.4,4.8,1.865,78.212,73.949,76.0285122,3.888077553,3047100,51728.0,1.71488965
Malta,1991,15.2,7.8,2.04,77.621,72.847,75.17578049,0.978313699,354170,0.0,0.0
Netherlands,1991,13.2,8.6,1.62,80.11,73.8,76.87804878,0.688603823,14951510,79000.0,0.530545271
Suriname,1991,23.495,7.096,2.733,70.951,64.217,67.50187805,1.614131437,406764,0.0,0.0
Middle East & North Africa (developing only),1991,33.31555567,7.331199578,4.846052631,67.34783955,63.23132559,65.23959198,3.40492776,226227875,7766.0,0.003428693
"Iran, Islamic Rep.",1991,33.168,7.494,4.819,65.8,61.204,63.44595122,2.558274849,56361868,0.0,0.0
Israel,1991,22.2,6.8,2.824,78.4,74.9,76.60731707,3.094603009,4660000,15240.0,0.338729821
Malaysia,1991,28.217,4.856,3.515,72.627,68.977,70.7574878,2.806747754,18211097,86620.0,0.475644054
Iceland,1991,18.7,6.7,2.3,80.71,75.49,78.03634146,0.777662199,254826,10010.0,3.928108935
Zambia,1991,43.905,18.8,6.468,44.78,42.906,43.82014634,2.551291349,7844516,0.0,0.0
Sub-Saharan Africa (all income levels),1991,44.05916599,16.1898908,6.356908873,51.52477208,48.44605614,49.94606311,2.814934031,507235211,7880.0,0.001546473
Senegal,1991,43.533,11.414,6.629,58.817,55.627,57.18309756,3.093714438,7514110,0.0,0.0
Papua New Guinea,1991,35.059,10.481,4.802,58.53,53.023,55.70934146,2.445197335,4157903,0.0,0.0
Malawi,1991,50.138,18.354,6.997,48.3,45.99,47.11682927,3.683942167,9447123,0.0,0.0
Zimbabwe,1991,37.172,9.267,5.176,61.013,57.344,59.1337561,2.854307075,10461782,0.0,0.0
Jordan,1991,34.437,5.114,5.536,71.355,68.555,69.92085366,3.662471658,3170000,1439.0,0.042847108
Poland,1991,14.3,10.2,2.06,75.5,66.5,70.8902439,0.392398205,38110782,0.0,0.0
Mauritania,1991,40.691,10.538,5.978,59.725,57.111,58.38612195,2.74806711,2024163,0.0,0.0
Small states,1991,32.88436883,9.509053643,4.280709666,64.42055573,59.9890965,62.15267392,1.968472404,20879095,4272.0,0.021126364
New Caledonia,1991,25.6,5.4,3.19,73.2,67.9,70.48536585,2.287878238,168000,0.0,0.0
Trinidad and Tobago,1991,20.707,7.56,2.453,70.946,65.239,68.02290244,0.679854922,1221904,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Honduras,1991,38.381,6.712,5.142,69.018,64.471,66.68904878,2.82798037,4903694,0.0,0.0
Myanmar,1991,26.814,10.146,3.415,60.998,56.502,58.69517073,1.621628645,42123003,0.0,0.0
Mexico,1991,28.235,5.418,3.375,73.831,67.905,70.79573171,2.054112938,86077004,63926.0,0.074266061
Tunisia,1991,25.2,5.6,3.538,72.1,68.6,70.30731707,2.429274283,8154400,953.0,0.011714378
Nicaragua,1991,36.856,7.42,4.754,67.138,61.275,64.135,2.252578958,4137788,0.0,0.0
"Congo, Dem. Rep.",1991,48.35,18.041,7.133,48.897,46.05,47.43878049,3.446471396,34910591,0.0,0.0
Comoros,1991,38.0,11.687,5.573,57.577,53.716,55.59941463,2.472973869,412790,0.0,0.0
United Kingdom,1991,13.9,11.2,1.83,78.8,73.1,75.8804878,0.298930554,57247586,1114000.0,1.947059624
"Gambia, The",1991,47.469,14.362,6.107,53.54,50.957,52.217,3.967801117,916811,0.0,0.0
High income: nonOECD,1991,16.11453512,9.595868778,2.226699915,74.34980079,65.30683213,70.03244747,0.831902837,223164154,380777.0,0.170878871
Greece,1991,10.1,9.3,1.4,79.5,74.5,76.93902439,0.665839349,10156902,0.0,0.0
Paraguay,1991,33.469,6.403,4.541,70.318,65.817,68.01260976,2.633614256,4249747,0.0,0.0
Botswana,1991,34.597,7.067,4.698,65.476,60.516,62.9355122,2.968078275,1383912,0.0,0.0
Heavily indebted poor countries (HIPC),1991,45.46393567,16.49540429,6.635110329,51.04939071,48.27701242,49.62887644,2.979139261,353752550,0.0,0.0
Canada,1992,14.9,7.2,1.7,80.77,74.49,77.55341463,1.360506174,28171682,775831.0,2.769888481
Sao Tome and Principe,1992,36.786,9.575,5.296,63.802,60.156,61.93453659,2.32299363,120154,0.0,0.0
Lao PDR,1992,42.411,12.824,6.057,56.145,53.71,54.89780488,2.912053987,4369940,0.0,0.0
Arab World,1992,33.84126379,7.650203462,4.952620516,66.81099831,63.29677522,65.0062009,2.701008671,227470711,129904.0,0.056061866
Latin America & Caribbean (all income levels),1992,26.12907569,6.652040114,3.133778028,72.01518014,65.46762263,68.65943773,1.850303256,452409851,297650.0,0.065870152
Cambodia,1992,40.521,12.075,5.438,57.979,52.679,55.26436585,3.481087919,9378185,0.0,0.0
Ethiopia,1992,47.192,17.867,7.193,48.748,46.011,47.34612195,3.479615766,49743883,0.0,0.0
Aruba,1992,19.021,7.057,2.221,75.969,71.018,73.43312195,3.905174734,64623,0.0,0.0
Sri Lanka,1992,20.214,6.571,2.433,73.3,66.428,69.78019512,1.470185748,17267000,1800.0,0.010266433
Swaziland,1992,42.018,9.475,5.571,60.878,57.784,59.29326829,2.802507557,887248,0.0,0.0
South Asia,1992,31.6339568,10.30088994,4.074927643,59.78824077,58.75680148,59.25863608,2.17990556,1159717830,10300.0,0.000887944
Argentina,1992,21.527,8.216,2.956,75.426,68.275,71.76329268,1.370857187,33075194,25000.0,0.075585347
Bolivia,1992,36.372,10.217,4.866,61.07,57.619,59.30241463,2.366375843,6956736,295.0,0.004240494
"Bahamas, The",1992,23.648,5.5,2.631,74.307,67.444,70.79180488,1.841424944,261102,2020.0,0.773644017
Burkina Faso,1992,47.296,16.963,6.979,50.494,48.195,49.31646341,2.677001622,9050090,0.0,0.0
Bahrain,1992,28.303,3.314,3.601,73.822,71.65,72.7095122,2.725138779,509645,7354.0,1.442965201
Saudi Arabia,1992,34.778,4.983,5.685,71.374,67.84,69.56390244,3.240843558,16739895,15331.0,0.091583609
Middle East & North Africa (all income levels),1992,31.93412401,6.796436273,4.637996423,68.29402786,64.72829134,66.46297755,2.553382388,260585026,155184.0,0.060096401
Guatemala,1992,39.015,8.447,5.525,65.855,59.838,62.77312195,2.315792761,9098613,1221.0,0.013419628
Guinea,1992,46.038,16.643,6.539,51.416,49.681,50.52734146,5.362590995,6351760,0.0,0.0
World,1992,25.0180452,9.101346367,3.18191752,68.11391709,63.71691527,65.86364229,1.638968272,5365286345,16276503.0,0.301797543
St. Lucia,1992,27.42,6.609,3.298,73.462,68.925,71.13817073,1.42203094,140159,131.0,0.090181878
"Congo, Rep.",1992,38.151,12.444,5.286,56.3,53.141,54.68197561,2.639200877,2447020,0.0,0.0
Spain,1992,10.2,8.7,1.33,80.7,73.42,76.97121951,0.22783038,38939049,108451.0,0.278272537
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Maldives,1992,39.358,8.864,5.783,61.088,61.723,61.4132439,2.788528456,221963,0.0,0.0
East Asia & Pacific (all income levels),1992,20.5647522,6.799794016,2.481761291,71.53540381,67.42129071,69.47070765,1.418480949,1843760553,2745300.0,0.146245482
Oman,1992,36.059,5.169,6.831,69.827,65.96,67.84634146,4.056316912,1885036,3672.0,0.194797341
Tanzania,1992,43.683,15.086,6.148,51.712,48.651,50.14417073,3.290735081,26337403,0.0,0.0
Cabo Verde,1992,38.014,7.932,5.164,69.411,63.145,66.20158537,2.159155944,359642,0.0,0.0
Gabon,1992,36.744,10.893,5.343,62.974,59.894,61.39643902,2.692475548,972539,0.0,0.0
New Zealand,1992,17.4,8.0,2.16,78.9,73.3,76.03170732,0.982479057,3495100,72300.0,2.098081692
European Union,1992,12.02885519,10.46145165,1.612619586,78.5769088,71.5328276,74.96669702,0.216006063,478877095,4254904.0,0.88803523
Jamaica,1992,25.1,5.6,2.899,73.054,68.162,70.54834146,0.668970782,2406042,2447.0,0.102780276
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
United Arab Emirates,1992,24.746,2.649,4.193,73.263,70.824,72.0137561,5.466645675,1908002,43008.0,2.254085688
Guam,1992,25.055,4.692,2.969,74.656,70.032,72.28760976,2.326311659,133553,867.0,0.649180475
India,1992,30.123,10.391,3.793,59.357,58.318,58.82482927,1.989311271,886348712,0.0,0.0
Madagascar,1992,45.208,14.851,6.225,52.869,50.388,51.5982439,3.00725838,11898267,0.0,0.0
Lesotho,1992,34.781,10.126,4.837,61.09,58.252,59.63639024,1.882965033,1627900,0.0,0.0
OECD members,1992,15.23930332,8.574489688,1.946607295,78.36747428,71.56892405,74.8846833,0.925669425,1076912789,15176159.0,1.406749909
Upper middle income,1992,21.95897916,6.908742436,2.651531027,71.20041315,66.78160215,68.91854456,1.495471536,1940319175,597579.0,0.030391041
Pacific island small states,1992,32.46240728,7.468993489,4.311913708,65.69548279,62.26464071,63.93791382,1.584804127,1710297,0.0,0.0
Turkey,1992,25.386,8.007,2.987,68.58,61.167,64.78309756,1.68338018,54911233,47828.0,0.087100576
Virgin Islands (U.S.),1992,21.1,4.5,2.895,79.067,71.32,75.09902439,0.808549694,104807,2285.714286,2.116362924
"Venezuela, RB",1992,27.99,4.841,3.37,74.267,68.465,71.2952439,2.392665677,20218813,16600.0,0.082101753
Bangladesh,1992,34.218,9.728,4.37,60.287,60.765,60.53182927,2.345715757,109934590,0.0,0.0
Solomon Islands,1992,39.531,10.669,5.728,57.598,56.848,57.21385366,2.818655395,320764,0.0,0.0
Lebanon,1992,24.12,6.736,2.919,72.088,69.058,70.53604878,1.813048381,2752473,0.0,0.0
Mongolia,1992,30.441,9.79,3.746,63.124,57.985,60.49182927,1.534662713,2217937,0.0,0.0
France,1992,13.2,9.2,1.75,81.1,72.8,76.84878049,0.252842249,58557072,375000.0,0.656765549
Syrian Arab Republic,1992,34.845,4.446,5.11,71.593,69.68,70.61317073,2.902976369,12818302,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Peru,1992,29.333,7.103,3.722,68.474,63.69,66.02365854,2.006751651,22213359,5700.0,0.025660234
Vanuatu,1992,35.842,7.947,4.887,65.127,62.239,63.64778049,2.788232214,150779,0.0,0.0
Norway,1992,14.3,10.5,1.92,80.1,74.01,76.98073171,0.476503585,4261732,234423.0,5.499831432
Cote d'Ivoire,1992,40.925,13.715,6.232,54.309,50.269,52.23973171,3.36211128,12530078,0.0,0.0
Benin,1992,46.031,14.083,6.677,56.426,51.564,53.93570732,3.560030911,5182525,0.0,0.0
Other small states,1992,36.49269006,10.70571755,4.939538704,61.27368617,57.17772735,59.17219275,2.480468946,13561139,2500.0,0.020549233
Cuba,1992,16.342,7.066,1.715,76.651,72.843,74.70056098,0.789173449,10684831,0.0,0.0
Cameroon,1992,44.239,13.853,6.352,55.167,52.155,53.62426829,2.938740005,12430339,0.0,0.0
Low & middle income,1992,28.0784207,9.122562119,3.559015776,65.24631465,61.78567368,63.45435438,1.888322763,4217172832,674523.0,0.015895608
Togo,1992,42.077,11.999,6.206,56.968,54.756,55.83502439,2.60887375,3887716,0.0,0.0
China,1992,19.68,6.7,2.342,71.286,68.114,69.66131707,1.364434008,1150780000,47544.0,0.004018906
Dominican Republic,1992,29.388,6.179,3.397,71.08,65.891,68.42221951,2.012185246,7392389,5605.0,0.075821226
Germany,1992,10.4,11.4,1.33,78.7,72.1,75.3195122,0.728605547,80013896,532251.0,0.656885288
Ghana,1992,38.442,10.659,5.505,58.301,56.068,57.15726829,2.793141588,15043053,0.0,0.0
Tonga,1992,30.944,6.018,4.612,71.224,68.235,69.69304878,0.163791601,95321,0.0,0.0
Indonesia,1992,25.247,7.689,3.023,65.883,61.96,63.87365854,1.749722115,181786329,24528.0,0.013492764
Latin America & Caribbean (developing only),1992,26.39204907,6.654683677,3.167856545,71.76771371,65.23325455,68.41824601,1.872788268,430165058,224613.0,0.052248722
Colombia,1992,26.868,6.218,3.057,72.638,64.464,68.45131707,1.933762699,33957286,0.0,0.0
Libya,1992,27.641,5.113,4.688,70.657,67.268,68.92117073,2.313601954,4359515,0.0,0.0
Finland,1992,13.0,9.8,1.79,79.32,71.33,75.22756098,0.546172018,5013740,319137.0,6.370787129
Central African Republic,1992,40.672,18.775,5.734,48.001,43.251,45.56807317,2.266197859,2979588,0.0,0.0
North America,1992,16.06959859,8.459559637,2.025414828,79.08478617,72.25310954,75.58472222,1.347292388,281211703,8334419.0,2.922853997
Sweden,1992,14.3,11.0,2.11,80.53,74.94,77.66682927,0.681643118,8617375,568200.0,6.594298056
Vietnam,1992,27.948,6.193,3.416,75.461,66.44,70.8404878,1.839626062,67242400,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kenya,1992,41.129,9.93,5.847,60.634,56.906,58.72453659,3.316407333,24237056,0.0,0.0
"Korea, Dem. Rep.",1992,20.753,5.772,2.262,72.966,65.858,69.32531707,1.55196477,20510215,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritius,1992,20.7,6.6,2.3,73.9,66.2,69.95609756,1.079463625,1070266,2500.0,0.233992787
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Angola,1992,52.427,23.329,7.143,43.25,39.26,41.20634146,3.039158177,10652727,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Egypt, Arab Rep.",1992,29.962,8.221,4.179,67.398,62.629,64.95534146,1.848339919,57387589,4500.0,0.007841417
South Africa,1992,28.549,7.86,3.53,66.083,58.687,62.29480488,2.061301631,35933108,7100.0,0.018836078
